dlga_event_triggered:freelancer_pacify_start|...blood and guts everywhere, then the rats eat the blood and guts! At least they are feasting, eh! Unlike us, covered with blood, guts, and shit!{s5}
dlga_event_triggered:freelancer_mission_start|{playername}, I have a task for you.
dlga_freelancer_mission_start:freelancer_lord_mission_told_pacify|{playername}, as you are probably well aware, some of are troops are unhappy. Whether it is the losses we have suffered, or perhaps a lack of beer or ale, there are rumblings among the men.This cannot stand. I want you to go and placate them. Do what you must, as long as we can continue on without this air of dissatisfaction.
dlga_freelancer_lord_mission_told_pacify:freelancer_lord_mission_pacify_accepted|I will do what I can to pacify the men.
dlga_freelancer_lord_mission_told_pacify:freelancer_lord_mission_pacify_declined|I cannot accept this mission.
dlga_freelancer_lord_mission_pacify_accepted:close_window|Very good. I look forward to hearing back from you.
dlga_freelancer_lord_mission_pacify_declined:close_window|That is unfortunate, {playername}. Perhaps you are one of the unhappy ones too... Go back to your post.
dlga_freelancer_pacify_start:freelancer_pacify_explain|{s5}
dlga_freelancer_pacify_explain:freelancer_pacify_attempt|{s5}
dlga_freelancer_pacify_attempt:freelancer_pacify_persuade|Perhaps I can change your mind... (Persuasion + Leadership Check)
dlga_freelancer_pacify_persuade:freelancer_pacify_persuade_success|{s5}
dlga_freelancer_pacify_persuade:freelancer_pacify_persuade_fail|{s5}
dlga_freelancer_pacify_persuade_success:close_window|Good. I'll let the commander know.
dlga_freelancer_pacify_persuade_fail:close_window|I am sorry that I cannot convince you. I'll let the commander know.
dlga_freelancer_pacify_attempt:freelancer_pacify_fight|So, the men wants to have fun? They want a bit of entertainment? (Duel)
dlga_freelancer_pacify_fight:freelancer_pacify_fight_ask|So, the men wants to have fun? They want a bit of entertainment? Well, we can give them a show right now. You and I have a friendly duel, and if I win, convince the men to stop their grumbling. If you win, well, I'll pay the men 15 crowns each. What do you say?
dlga_freelancer_pacify_fight_ask:freelancer_pacify_fight_ask_weapons|Sounds good. With weapons or fists?
dlga_freelancer_pacify_fight_ask_weapons:freelancer_pacify_fight_ask_weapons_choose_weapons|Weapons.
dlga_freelancer_pacify_fight_ask_weapons:freelancer_pacify_fight_ask_weapons_choose_fists|Fists.
dlga_freelancer_pacify_fight_ask_weapons_choose_weapons:close_window|Let's begin then! En garde!
dlga_freelancer_pacify_fight_ask_weapons_choose_fists:close_window|Let's begin then! Put em up!
dlga_freelancer_pacify_duel_win:close_window|Definitely. Now that the fun is over, the men seems to be in better spirits. I'll let the commander know. Good fight.
dlga_freelancer_pacify_duel_lose:close_window|Good fight... I am a man of my word. Here, distribute it to the men.
dlga_freelancer_pacify_duel_lose:close_window.1|Good fight... I am a man of my word. But I do not have enough... here, take all that I have
dlga_freelancer_pacify_attempt:freelancer_pacify_booze|Well, it so happens that I have some booze that we can all share. What do you say?
dlga_freelancer_pacify_booze:close_window|Now you are talking! Let the merry-making begin!
dlga_freelancer_pacify_attempt:freelancer_pacify_bribe|If crowns are what the men want, crowns are what I can offer. How much do you think the men want?
dlga_freelancer_pacify_bribe:freelancer_pacify_bribe_ask|Now we are talking, eh? Beer is expensive, at {reg4} for a few cases, and there are quite a lot of us men that would like to drink and enjoy ourselves. So we think {reg6} crowns should cover it and whatever extras we want.
dlga_freelancer_pacify_bribe_ask:freelancer_pacify_bribe_pay|I see... I have that amount. Here are your {reg6} crowns. Spend it wisely, and no more grumblings.
dlga_freelancer_pacify_bribe_ask:freelancer_pacify_bribe_not_enough|I see... I do not have enough money.
dlga_freelancer_pacify_bribe_ask:freelancer_pacify_bribe_pay.1|I see... I do know a place where we can get your beer for cheaper. Here, for {reg6} crowns, you will get everything you need.
dlga_freelancer_pacify_bribe_pay:close_window|Great! Let us go buy it now and distribute it to the men. Once they are all drunk, there will be no more complaining. 
dlga_lord_start:freelancer_pacify_success|{playername}, It seems our men are of better spirits. I do not need to know what you did, just know that I am thankful.
dlga_freelancer_pacify_success:close_window|The men just needed something to occupy their time. I will go back to my post.
dlga_freelancer_mission_start:freelancer_lord_mission_told_deserters|{playername}, there has been a number of deserters in our ranks. In our nation, we do not tolerate cowards. Have them taste the steel they are so afraid of, make examples of them.
dlga_freelancer_lord_mission_told_deserters:freelancer_lord_mission_deserters_accepted|I do not tolerate cowards. I will hunt them down and end them.
dlga_freelancer_lord_mission_told_deserters:freelancer_lord_mission_deserters_declined|I cannot accept this mission.
dlga_freelancer_lord_mission_deserters_accepted:close_window|Glad to hear it. Take some men with you, these deserters are not common bandits. I look forward to your report. They should be nearby, do not linger or else they will get away.
dlga_freelancer_lord_mission_deserters_declined:close_window|Hm. I'm disappointed, {playername}. I might start thinking that you are a coward too. Go back to your post. I need to go and find somebody to hunt them down for us.
dlga_lord_start:lord_freelancer_deserters_thank|I've heard from our scouts that you have defeated the party of deserters. The men will now think twice about running away from this war. Good job, {playername}. Go back to your post.
dlga_lord_start:lord_freelancer_deserters_fail|I've heard from our scouts that you have failed to defeat the party of deserters. Quite disappointing, it may even embolden other cowards to join them. Go back to your post, I'll send other men to hunt them down.
dlga_freelancer_mission_start:freelancer_lord_mission_told_scout_waypoints|{playername}, I need a volunteer to scout the area. We're sorely lacking on information, and I simply must have a better picture of the situation before we can proceed. Do you want to accept this mission?
dlga_freelancer_lord_mission_told_scout_waypoints:freelancer_lord_mission_told_scout_waypoints_accepted|You've found your volunteer, sir.
dlga_freelancer_lord_mission_told_scout_waypoints:freelancer_lord_mission_told_scout_waypoints_rejected|I cannot accept this mission.
dlga_freelancer_lord_mission_told_scout_waypoints_accepted:close_window|Good {man/lass}! {s5} and check out what's there. Make a note of anything you find and return to me as soon as possible.
dlga_freelancer_lord_mission_told_scout_waypoints_rejected:close_window|Hm. I'm disappointed, {playername}. Go back to your post. I need to go and find somebody to scout for us.
dlga_freelancer_mission_start:freelancer_mission_deliver_message|I need to send a letter to {s13} who should be currently at {s4}. If you will be heading towards there, would you deliver it to him? The letter needs to be in his hands in 10 days.
dlga_freelancer_mission_deliver_message:freelancer_mission_deliver_message_accepted|Certainly, I intend to pass by {s4} and it would be no trouble.
dlga_freelancer_mission_deliver_message_accepted:close_window|I appreciate it, {playername}. Here's the letter, and a small sum to cover your travel expenses. Give my regards to {s13} when you see him.
dlga_freelancer_mission_deliver_message:freelancer_mission_deliver_message_rejected|Apologies, I cannot do this mission. You'd best send it with someone else.
dlga_freelancer_mission_deliver_message_rejected:close_window|That is too bad, {playername}. Go back to your post, then.
dlga_freelancer_mission_start:freelancer_mission_hunt_down_fugitive_told|I have something you could help with, an issue with the lawless villain known as {s4}. He murdered one of my men and has been on the run from his judgment ever since. I can't let him get away with avoiding justice, so I've put a bounty of 300 denars on his head. Friends of the murdered man reckon that this assassin may have taken refuge with his kinsmen at {s3}. You might be able to hunt him down and give him what he deserves, and claim the bounty for yourself.
dlga_freelancer_mission_hunt_down_fugitive_told:freelancer_mission_hunt_down_fugitive_accepted|Then I will hunt him down and execute the law.
dlga_freelancer_mission_hunt_down_fugitive_told:freelancer_mission_hunt_down_fugitive_rejected|Apologies, I cannot do this mission. You'd best send it with someone else.
dlga_freelancer_mission_hunt_down_fugitive_accepted:close_window|That's excellent, {playername}. I will be grateful to you and so will the family of the man he murdered. And of course the bounty on his head will be yours if you can get him. Well, good hunting to you.
dlga_freelancer_mission_hunt_down_fugitive_rejected:close_window|As you wish, {playername}. Go back to your post.
dlga_freelancer_mission_start:close_window|Nevermind... (This is an error)
dlga_award_fief_to_vassal:award_fief_to_vassal_defer|I wish to defer the appointment of a lord, until I take the counsel of my subjects.
dlga_award_fief_to_vassal_defer:close_window|As you wish, {sire/my lady}. You may decide this matter at a later date.
dlga_award_fief_to_vassal_2:close_window|As you wish, {sire/my lady}. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_event_triggered:center_captured_rebellion|{s1} is not being managed by anyone. Whom shall I put in charge?
dlga_center_captured_rebellion:center_captured_rebellion_2|{s11}. {s1}
dlga_center_captured_rebellion:center_captured_rebellion_2.1|Please {s65}, I want to have {s1} for myself. (fiefs: {s0})
dlga_center_captured_rebellion:center_captured_rebellion_2.2|{s66}, you should have {s1} for yourself. (fiefs: {s0})
dlga_center_captured_rebellion_2:close_window|Hmmm. All right, {playername}. I value your counsel highly. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_start:fighter_talk|Hello there. We are polishing off our combat skills here with a bit of sparring practice. You look like you could use a bit of training. Why don't you join us, and we can show you a few tricks. And if you need explanation of any combat concepts, just ask, and I will do my best to fill you in.
dlga_start:fighter_talk.1|What do you want to practice?
dlga_fighter_pretalk:fighter_talk|Tell me what kind of practice you want.
dlga_fighter_talk:fighter_talk_train_attack|I want to practice attacking.
dlga_fighter_talk:fighter_talk_train_parry|I want to practice blocking with my weapon.
dlga_fighter_talk:fighter_talk_train_combat|Let's do some sparring practice.
dlga_fighter_talk:close_window|[Leave]
dlga_fighter_talk_train_attack:fighter_talk_train_attack_2|All right. There are four principle directions for attacking. These are overhead swing, right swing, left swing and thrust. Now, I will tell you which direction to attack from and you must try to do the correct attack. ^^(Move your mouse while you press the left mouse button to specify attack direction. For example, to execute an overhead attack, move the mouse up at the instant you press the left mouse button. The icons on your screen will help you do the correct action.)
dlga_fighter_talk_train_attack_2:close_window|Let's begin then. I am ready.
dlga_fighter_talk_train_attack_2:fighter_pretalk|Actually I want to do something else.
dlga_fighter_talk_train_parry:fighter_talk_train_parry_2|Unlike a shield, blocking with a weapon can only stop attacks coming from one direction. For example if you block up, you'll deflect overhead attacks, but you can still be hit by side swings or thrust attacks. ^^(You must press and hold down the right mouse button to block.)
dlga_fighter_talk_train_parry_2:fighter_talk_train_parry_3|I'll now attack you with different types of strokes, and I will wait until you do the correct block before attacking. Try to do the correct block as soon as you can. ^^(This practice is easy to do with the 'automatic block direction' setting which is the default. If you go to the Options menu and change defend direction control to 'mouse movement' or 'keyboard', you'll need to manually choose block direction. This is much more challenging, but makes the game much more interesting. This practice can be very useful if you use manual blocking.)
dlga_fighter_talk_train_parry_3:close_window|Let's begin then. I am ready.
dlga_fighter_talk_train_parry_3:fighter_pretalk|Actually I want to do something else.
dlga_fighter_talk_train_combat:fighter_talk_train_combat_2|Sparring is an excellent way to prepare for actual combat. We'll fight each other with non-lethal weapons now, until one of us falls to the ground. You can get some bruises of course, but better that than being cut down in the real thing.
dlga_fighter_talk_train_combat_2:close_window|Let's begin then. I am ready.
dlga_fighter_talk_train_combat_2:fighter_pretalk|Actually I want to do something else.
dlga_start:fighter_parry_try_again|Good. You were able to block my attacks successfully. You may repeat this practice and try to get faster each time, until you are confident of your defense skills. Do you want to have another go?
dlga_start:fighter_parry_try_again.1|Well that didn't go too well, did it? (Remember, you must press and hold down the right mouse button to keep your block effective.) Do you want to try again?
dlga_fighter_parry_try_again:fighter_talk_train_parry|Yes. Let's try again.
dlga_fighter_parry_try_again:fighter_talk_leave_parry|No, I think I am done for now.
dlga_start:fighter_parry_warn|Hey! We are doing a blocking practice, mate! You are supposed to block my attacks, not attack me back.
dlga_fighter_parry_warn:fighter_talk_train_parry|I am sorry. Let's try once again.
dlga_fighter_parry_warn:fighter_talk_leave_parry|Sorry. I must leave this practice now.
dlga_fighter_talk_leave_parry:close_window|All right. As you wish.
dlga_start:fighter_combat_try_again|Well that didn't go too well, did it?  Don't feel bad, and try not to do same mistakes next time. Do you want to have a go again?
dlga_fighter_combat_try_again:fighter_talk_train_combat|Yes. Let's do another round.
dlga_fighter_combat_try_again:fighter_talk_leave_combat|No. That was enough for me.
dlga_fighter_talk_leave_combat:close_window|Well, all right. Talk to me again if you change your mind.
dlga_start:fighter_combat_try_again.1|Hey, that was good sparring. You defeated me, but next time I'll be more careful. Do you want to have a go again?
dlga_start:fighter_talk.2|Very good. You have learned how to attack from any direction you want. If you like we can try this again or move to a different exercise.
dlga_start:archer_challenge_2|Not bad. Not bad at all! You seem to have grasped the basics of archery. Now, try to do the same thing with a crossbow. Take the crossbow and the bolts over there and shoot those three targets. The crossbow is much easier to shoot with compared with the bow, but you need to reload it after each shot.
dlga_start:archer_challenge_2.1|Good. You didn't have too much difficulty using the crossbow either. Next you will learn to use throwing weapons. Pick up the javelins you see over there and try to hit those three targets. 
dlga_start:ranged_end|Well, with that you have received the basic skills to use all three types of ranged weapons. The rest will come with practice. Train each and every day, and in time you will be as good as the best marksmen in whole length and breadth of jolly old England.
dlga_ranged_end:close_window|Now, you can go talk with the melee fighters or the horsemanship trainer if you haven't already done so. They can teach you important skills too.
dlga_start:archer_talk|Good day to you, young fellow. I spend my days teaching about ranged weapons to anyone that is willing to learn. If you need a tutor, let me know and I'll teach you how to use the bow, the crossbow and the javelin.
dlga_archer_talk:archer_challenge|Yes, show me how to use ranged weapons.
dlga_archer_talk:close_window|No, not now.
dlga_archer_challenge:archer_challenge_2|All right. Your first training will be in archery. The bow is a difficult weapon to master. But once you are sufficiently good at it, you can shoot quickly and with great power. Go pick up the bow and arrows you see over there now and shoot those targets.
dlga_archer_challenge_2:close_window|All right. I am ready.
dlga_archer_challenge_2:close_window.1|Just a minute. I want to do something else first.
dlga_start:horseman_melee_challenge_2|I hope you enjoyed the ride. Now we move on to something a bit more difficult. Grab the lance you see over there and ride around the course hitting each target at least once.
dlga_start:horseman_melee_challenge_2.1|Good! You have been able to hit all targets on horseback. That's no easy feat for a starter. Your next challenge will be using a bow and arrows to shoot at the archery targets by the road. You need to put an arrow to each target to consider yourself successful.
dlga_start:horsemanship_end|Very good. You were able to shoot all targets from horseback. Keep riding and practising each day and in time you will be an expert horseman.
dlga_horsemanship_end:close_window|Now, you can go talk with the melee fighters or the archery trainer if you haven't already done so. You need to learn everything you can to be prepared when you have to defend yourself.
dlga_start:horseman_talk|Good day! I have come here for some riding practice, but my old bones are aching badly so I decided to give myself a rest today. If you would like to practice your horsemanship, you can take my horse here. The exercise would be good for her.
dlga_horseman_talk:horseman_challenge|Yes, I would like to practice riding.
dlga_horseman_talk:close_window|Uhm. Maybe later.
dlga_horseman_challenge:horseman_melee_challenge_2|Good. Now, I will give you a few exercises that'll teach you riding and horseback weapon use. Your first assignment is simple. Just take your horse for a ride around the course. Go as slow or as fast as you like. Come back when you feel confident as a rider and I'll give you some tougher exercises.
dlga_horseman_melee_challenge_2:close_window|All right. I am ready.
dlga_horseman_melee_challenge_2:close_window.1|Just a minute. I need to do something else first.
dlga_tutorial_troop_default:close_window|Hey, I am trying to practice here. Go, talk with the archery trainer if you need guidance about ranged weapons.
dlga_start:lord_prison_break_confirm_3|Is there a change of plans?
dlga_start:lord_prison_break|What's going on?
dlga_start:drunk_response|What are you looking at?
dlga_start:drunk_response.1|Are you looking at me?
dlga_player_duel_response:close_window|Such a waste...
dlga_player_duel_response:close_window.1|Better him than me
dlga_drunk_response:drunk_fight_start|I'm not sure... Some sort of animal, clearly
dlga_drunk_response:drunk_fight_start.1|Excuse me -- please accept my apologies
dlga_drunk_fight_start:close_window|I'll wipe that smirk right off your face!
dlga_drunk_response:drunk_player_high_renown|Do you have any idea who I am?
dlga_drunk_player_high_renown:drunk_fight_start|Do I care?
dlga_drunk_player_high_renown:drunk_player_high_renown|Emmm... Actually... Yes, yes, I do know who you are, {sir/madame}. Please forgive me, your grace -- it must be the drink. I'll be leaving, now...
dlga_drunk_player_high_renown:drunk_fight_start.1|Why, if you want a fight, you shall have one!
dlga_drunk_player_high_renown:close_window|I thought as much. Now, remove yourself from here
dlga_start:fistfight_response|You look like a {fellow/lady} who can take a few hard knocks -- and deal them out, too. I have a business proposition for you.
dlga_fistfight_response:fistfight_response_2|How's that?
dlga_fistfight_response_2:fistfight_response_2a|Good -- I'm glad you're interested. Here's the plan... It's a little complicated, so listen well. 
dlga_fistfight_response_2a:fistfight_response_3|You and this other fellow will start up a fight here. No weapons, no armor -- I'll sit back and take bets, and split the profits with the winner. If we make a loss, then I'll cover it. You've got nothing to lose -- except a bit of blood, of course.
dlga_fistfight_response_3:fistfight_response_4|However, we can't organize this like one of those nice arena bouts, where everyone places their bets beforehand. People will walk in, drawn by the noise, and put a denar or two on whichever one of your two they think is winning. I'll give 'em even odds -- anything else is going to be too tricky for someone who's already on his third flagon of ale.
dlga_fistfight_response_4:fistfight_response_4a|So, as you can see, the trick is to stretch things out for as long as possible where it looks like you're losing, and people bet against you -- and then come back fast, and win, before the betting can turn. The best way to make money is for you to be battered almost to the floor, and then jump back off your feet and take the other guy down. However, you have to win in the end in order for me, and you, to make money. 
dlga_fistfight_response_4a:fistfight_response_5|Also, you can't stretch the fight out too long, or people will suspect a fix. So, one of you has to take a punch every so often. I don't care whose blood is spilled, but there has to be some blood.
dlga_fistfight_response_5:fistfight_response_5a|And one other thing -- my mate, your opponent, he doesn't take to well to complexity. So he's just going to come straight at you. It's up to you to supply the artistry.
dlga_fistfight_response_5a:fistfight_response_confirm|So, what do you think?
dlga_fistfight_response_confirm:close_window.1|I have better things to do
dlga_start:ramun_introduce_1|Good day to you, {young man/lassie}.
dlga_ramun_introduce_1:ramun_introduce_2|Forgive me, you look like a trader, but I see none of your merchandise.
dlga_ramun_introduce_1:close_window|Never mind.
dlga_ramun_introduce_2:ramun_introduce_3|A trader? Oh, aye, I certainly am that. My merchandise is a bit different from most, however. It has to be fed and watered twice a day and tries to run away if I turn my back.
dlga_ramun_introduce_3:ramun_introduce_4|Livestock?
dlga_ramun_introduce_4:ramun_introduce_5|Close enough. I like to call myself the man who keeps every boat on this ocean moving. Boats are driven by oars, you see, and oars need men to pull them or they stop. That's where I come in.
dlga_ramun_introduce_5:ramun_introduce_6|Galley slaves.
dlga_ramun_introduce_6:ramun_introduce_7|Now you're catching on! A trading port like this couldn't survive without them. The ships lose a few hands on every voyage, so there's always a high demand. The captains come to me and they pay well.
dlga_ramun_introduce_7:ramun_introduce_8|Where do the slaves come from?
dlga_ramun_introduce_8:ramun_introduce_9|Mostly I deal in convicted criminals bought from the authorities. Others are prisoners of war from various nations, brought to me because I offer the best prices. However, on occasion I'll buy from privateers and other . . . 'individuals'. You can't be picky about your suppliers in this line of work. You wouldn't happen to have any prisoners with you, would you?
dlga_ramun_introduce_9:ramun_introduce_10|Me? 
dlga_ramun_introduce_10:ramun_introduce_11|Why not? If you intend to set foot outside this town, you're going to cross swords with someone sooner or later. And, God willing, you'll come out on top. Why not make some extra money off the whole thing? Take them alive, bring them back to me, and I'll pay you fifty crowns for each head. Don't much care who they are or where they come from.
dlga_ramun_introduce_11:ramun_introduce_12|Hmm. I'll think about it.
dlga_ramun_introduce_12:close_window|Do think about it! There's a lot of silver to be made, no mistake. More than enough for the both of us.
dlga_start:ramun_talk|Hello, {playername}.
dlga_ramun_pre_talk:ramun_talk|Anything else?
dlga_ramun_talk:ramun_sell_prisoners|I've brought you some prisoners, Ramun. Would you like a look?
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Let me see what you have...
dlga_ramun_sell_prisoners_2:close_window|A pleasure doing business with you.
dlga_ramun_talk:ramun_ask_about_capturing|How do I take somebody as prisoner?
dlga_ramun_talk:ramun_ask_about_capturing.1|Can you tell me again about capturing prisoners?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|You're new to this, aren't you? Let me explain it in simple terms. The basic rule of taking someone prisoner is knocking him down with a blunt weapon, like a mace or a club, rather than cutting him open with a sword. That way he goes to sleep for a little while rather than bleeding to death, you see? I'm assuming you have a blunt weapon with you . . .
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Of course.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|As a matter of fact, I don't.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Good. Then all you need to do is beat the bugger down with your weapon, and when the fighting is over you clap him in irons. It's a bit different for nobles and such, they tend to be protected enough that it won't matter what kind of weapon you use, but your average rabble-rouser will bleed like a stuck pig if you get him with something sharp. I don't have many requirements in my merchandise, but I do insist they be breathing when I buy them.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|No? Heh, well, this must be your lucky day. I've got an old club lying around that I was going to throw away. It a bit battered, but still good enough bash someone until he stops moving. Here, have it.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Thanks, Ramun. Perhaps I may try my hand at it.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Alright, I'll try and explain it again in simple terms. The basic rule of taking someone prisoner is knocking him down with a blunt weapon, like a mace or a club, rather than cutting him open with a sword. That way he goes to sleep for a little while rather than bleeding to death, you see? It's a bit different for nobles and such, they tend to be protected enough that it won't matter what kind of weapon you use, but your average rabble-rouser will bleed like a stuck pig if you get him with something sharp.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Alright, I think I understand. Anything else?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Well, it's not as simple as all that. Blunt weapons don't do as much damage as sharp ones, so they won't bring your enemies down as quickly. And trust me, given the chance, most of the scum you run across would just as soon kill you as look at you, so don't expect any courtesy when you pull out a club instead of a sword. Moreover, having to drag prisoners to and fro will slow down your party, which is why some people simply set their prisoners free after the fighting is done. It's madness. How could anyone turn down all that silver, eh?
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Is that everything?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Just one final thing. Managing prisoners safely is not an easy thing to do, you could call it a skill in itself. If you want to capture a lot of prisoners, you should try and learn the tricks of it yourself, or you won't be able to hang on to a single man you catch.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Thanks, I'll keep it in mind.
dlga_ramun_talk:ramun_leave|I'd better be going.
dlga_ramun_leave:close_window|Remember, any prisoners you've got, bring them to me. I'll pay you good silver for every one.
dlga_start:close_window.3|I humbly request that your lordship keeps his hands where I can see them.
dlga_start:manhunter_talk_b|Hey, you there! You seen any outlaws around here?
dlga_manhunter_talk_b:manhunter_talk_b1|Yes, they went this way about an hour ago.
dlga_manhunter_talk_b1:close_window|I knew it! Come on, lads, lets go get these bastards! Thanks a lot, friend.
dlga_manhunter_talk_b:manhunter_talk_b2|No, haven't seen any outlaws lately.
dlga_manhunter_talk_b2:close_window|Bah. They're holed up in this country like rats, but we'll smoke them out yet. Sooner or later.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|I'm not afraid of you lot. Fight me if you dare!
dlga_looters_2:close_window.1|You'll have nothing of mine but cold steel, scum.
dlga_start:village_farmer_talk|My {lord/lady}, we're only poor farmers from the village of {s11}. {reg1?We are taking our products to the market at {s12}.:We are returning from the market at {s12} back to our village.}
dlga_village_farmer_talk:farmer_bandit_information|I am hunting a group of bandits with the following description... Have you seen them?
dlga_farmer_bandit_information:village_farmer_talk|{s15}
dlga_village_farmer_talk:close_window|We'll see how poor you are after I take what you've got!
dlga_village_farmer_talk:close_window.1|Carry on, then. Farewell.
dlga_start:slel_talk_b|Greetings, what can we do for you?
dlga_slel_talk_b:slrecrui_novilandrw|Greetings, the master of the company commands you to follow me for an important mission.
dlga_slel_talk_b:slrecrui_noxw|I want to recruit you.
dlga_slel_talk_b:close_window|Nothing, I just wanted to say hello.
dlga_slrecrui_novilandrw:close_window|I hope he doesn't send us to death... forward!
dlga_slrecrui_noxw:slrecrui_noxw2|We recruit? Well, we have already a contract and we must honor it, our reputation is at stake. But if you want Freelancers, recruit them directly from taverns. If they are there, this means they have no contract and are willing to follow you.
dlga_slrecrui_noxw2:close_window|I understand, farewell.
dlga_start:rreebel_talk_b|Greetings comrade, do you need help?
dlga_rreebel_talk_b:reeebbel_vevre|Do you have any food?
dlga_rreebel_talk_b:rreebebl_munitions|Do you have any weapons or ammunition?
dlga_rreebel_talk_b:rreebel_recruuiit|Greetings, the Rebel Chief of Montpellier asks you to follow me on a mission.
dlga_rreebel_talk_b:rreebel_recruuiit.1|Join my company, you will be more useful to the cause!
dlga_rreebel_talk_b:close_window|No, I do not need anything. Good travels to you!
dlga_rreebel_preetalkk:rreebel_talk_b|Another thing mate?
dlga_rreebel_recruuiit:close_window|On the way...
dlga_reeebbel_vevre:rreebel_preetalkk|Well, truth be told we were going to ask you the same thing...
dlga_rreebebl_munitions:rreebel_arma_choiix|We just intercepted a Burgundian arms shipment. These idiots got their carriage stuck in a crevasse. We were lucky. What do you need?
dlga_rreebel_arma_choiix:rebel_done_fleches|I need some arrows.
dlga_rreebel_arma_choiix:rebel_done_bolts|I have no bolts for my crossbow.
dlga_rreebel_arma_choiix:renel_done_shieldnsword|I need a sword and shield.
dlga_rreebel_arma_choiix:renel_done_dnsword|Give me a two-handed sword.
dlga_rreebel_arma_choiix:rreebel_preetalkk|No, actually I do not need any of that.
dlga_rebel_done_fleches:rreebel_preetalkk|There...
dlga_rebel_done_bolts:rreebel_preetalkk|I hope that your last bolts are left on the body of a Burgundian that doesn't fall into a ravine where you can't get them. Here is a full quiver.
dlga_renel_done_shieldnsword:rreebel_preetalkk|You're lucky, the convoy was carrying beautiful weapons. This is what you asked.
dlga_renel_done_dnsword:rreebel_preetalkk|A simple but effective weapon, that's all we could recover.
dlga_start:paris_retrouv|What do you want?
dlga_paris_retrouv:paris_retrouv2|Join the ranks, and I'll take you to victory over Paris.
dlga_paris_retrouv2:close_window|We follow you, we have no other choice anyway.
dlga_paris_retrouv:close_window|Nothing, you can leave.
dlga_start:paris_siegestr|You are finally here, besiege Paris!
dlga_paris_siegestr:paris_siegestrend|Yes, join the ranks and I'll take you to victory.
dlga_paris_siegestrend:close_window|May God have mercy on the vanquished.
dlga_paris_siegestr:paris_siegestrno|Unfortunately things have changed. Siege is out of question.
dlga_paris_siegestrno:close_window|Tell me this is not true... Lord, we can not even go back to Paris, it remains for us to roam in the forest. Go to hell with your ideas.
dlga_start:minister_issues|I am at your service, {sire/my lady}
dlga_start:close_window.4|It has been an honor to serve you, {sire/my lady}
dlga_start:member_castellan_talk|Yes, {playername}? What can I do for you?
dlga_member_castellan_pretalk:member_castellan_talk|Anything else?
